,name,number of platforms,platforms,number of stores,stores,number of genres,genres,tags,release date,rating,max rating,rating count,metacritic score,added,month
40,DiRT Rally,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store']",3,"['Racing', 'Simulation', 'Sports']","['3D Vision', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Co-op', 'Difficult', 'Driving', 'Family Friendly', 'Fast-Paced', 'First-Person', 'Free to Play', 'Multiplayer', 'Offroad', 'Open World', 'Realistic', 'Singleplayer', 'TrackIR', 'VR', 'cooperative', 'steam-trading-cards']",2015-12-07,3.77,4,397,86,"{'yet': 221, 'owned': 3530, 'beaten': 69, 'toplay': 29, 'dropped': 192, 'playing': 41}",12
41,SOMA,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Epic Games']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'First-Person', 'Gore', 'Great Soundtrack', 'Horror', 'Moddable', 'Robots', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'Survival Horror', 'Underwater', 'Walking Simulator', 'steam-trading-cards']",2015-09-21,4.14,5,796,84,"{'yet': 402, 'owned': 2780, 'beaten': 509, 'toplay': 138, 'dropped': 164, 'playing': 46}",9
42,Undertale,6,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store']",2,"['Indie', 'RPG']","['2D', 'Bullet Hell', 'Choices Matter', 'Comedy', 'Cute', 'Dark', 'Dating Sim', 'Funny', 'Great Soundtrack', 'Horror', 'Memes', 'Multiple Endings', 'Pixel Graphics', 'Replay Value', 'Retro', 'RPG', 'Singleplayer', 'Story Rich', 'overlay', 'cloud saves', 'role-playing', 'steam-trading-cards']",2015-09-14,4.34,5,921,92,"{'yet': 276, 'owned': 2452, 'beaten': 827, 'toplay': 205, 'dropped': 187, 'playing': 89}",9
43,Grim Fandango Remastered,8,"['PC', 'PlayStation', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",7,"['Steam', 'PlayStation Store', 'App Store', 'GOG', 'Nintendo Store', 'Google Play', 'itch.io']",2,"['Adventure', 'Puzzle']","[""1990's"", 'Commentary available', 'Full controller support', 'Atmospheric', 'Classic', 'Comedy', 'Cult Classic', 'Dark Humor', 'Funny', 'Great Soundtrack', 'Noir', 'Open World', 'Point & Click', 'Remake', 'Retro', 'Singleplayer', 'Story Rich', 'Third Person', '3D', 'steam-trading-cards']",2015-01-26,4.01,5,604,84,"{'yet': 368, 'owned': 2876, 'beaten': 321, 'toplay': 140, 'dropped': 195, 'playing': 64}",1
44,XCOM 2,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG']",2,"['Strategy', 'RPG']","['Cross-Platform Multiplayer', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Character Customization', 'Co-op', 'Difficult', 'Futuristic', 'Great Soundtrack', 'Horror', 'Moddable', 'Multiplayer', 'Perma Death', 'RPG', 'Sci-fi', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'cooperative', 'steam-trading-cards']",2016-02-04,4.12,4,796,88,"{'yet': 239, 'owned': 2847, 'beaten': 390, 'toplay': 134, 'dropped': 265, 'playing': 82}",2
45,Assassin's Creed Origins,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Action', 'RPG']",[],2017-10-27,4.01,4,1116,81,"{'yet': 210, 'owned': 2210, 'beaten': 803, 'toplay': 309, 'dropped': 246, 'playing': 177}",10
46,Titanfall 2,3,"['PC', 'PlayStation', 'Xbox']",2,"['PlayStation Store', 'Xbox Store']",2,"['Shooter', 'Action']","['Action-Adventure', 'Atmospheric', 'Cinematic', 'Exploration', 'First-Person', 'Mechs', 'Multiplayer', 'Parkour', 'Robots', 'Singleplayer', 'grappling-hook']",2016-10-28,4.31,4,1076,87,"{'yet': 139, 'owned': 2566, 'beaten': 858, 'toplay': 152, 'dropped': 156, 'playing': 77}",10
47,Death Stranding,2,"['PC', 'PlayStation']",3,"['Steam', 'PlayStation Store', 'Epic Games']",2,"['Adventure', 'Action']","['Action-Adventure', 'Aliens', 'Partial Controller Support', 'Atmospheric', 'Cinematic', 'Drama', 'Exploration', 'Great Soundtrack', 'Heist', 'Horror', 'Memes', 'Nudity', 'Open World', 'Post-apocalyptic', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'Third Person', 'Walking Simulator', '3rd-Person Perspective', 'Masterpiece']",2019-11-08,4.38,5,718,82,"{'yet': 234, 'owned': 1888, 'beaten': 424, 'toplay': 1117, 'dropped': 55, 'playing': 189}",11
48,Tom Clancy's Rainbow Six Siege,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",2,"['Shooter', 'Action']","['Partial Controller Support', 'Atmospheric', 'Competitive', 'Co-op', 'Destruction', 'Female Protagonist', 'First-Person', 'FPS', 'Multiplayer', 'Online Co-Op', 'Physics', 'Realistic', 'Singleplayer', 'Tactical', 'Team-Based', 'steam-trading-cards']",2015-12-01,4.03,4,840,75,"{'yet': 64, 'owned': 2975, 'beaten': 180, 'toplay': 36, 'dropped': 357, 'playing': 270}",12
49,Far Cry 5,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Shooter', 'Action']","['Captions available', 'Includes level editor', 'America', 'Partial Controller Support', 'Atmospheric', 'Character Customization', 'Co-op', 'Exploration', 'Female Protagonist', 'First-Person', 'FPS', 'Hunting', 'Illuminati', 'Memes', 'Multiplayer', 'Open World', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'cooperative', 'steam-trading-cards', 'microtransactions']",2018-03-27,3.7,4,1042,80,"{'yet': 165, 'owned': 2111, 'beaten': 728, 'toplay': 482, 'dropped': 241, 'playing': 125}",3
50,Mafia III,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG']",2,"['Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Classic', 'Crime', 'FPS', 'Gore', 'Great Soundtrack', 'Mature', 'Multiplayer', 'Nudity', 'Open World', 'Sandbox', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person', 'Third-Person Shooter', 'Violent', 'steam-trading-cards']",2016-10-06,3.11,3,876,62,"{'yet': 218, 'owned': 2691, 'beaten': 401, 'toplay': 101, 'dropped': 348, 'playing': 66}",10
51,Wolfenstein 2: The New Colossus,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Shooter', 'Action']","['Alternate History', 'Atmospheric', 'Comedy', 'Dystopian', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Heist', 'Horror', 'Illuminati', 'Steam-Errungenschaften', 'Volle Controllerunterstützung', 'Einzelspieler', 'Nudity', 'Open World', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Violent', 'World War II']",2017-10-27,4.1,4,1046,86,"{'yet': 201, 'owned': 2171, 'beaten': 829, 'toplay': 403, 'dropped': 142, 'playing': 70}",10
52,Assassin's Creed Odyssey,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store', 'Epic Games']",2,"['Action', 'RPG']","['Captions available', 'In-App Purchases', 'Partial Controller Support', 'Assassin', 'Atmospheric', 'Female Protagonist', 'Historical', 'Open World', 'Parkour', 'RPG', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person', 'steam-trading-cards']",2018-10-05,4.07,4,1010,85,"{'yet': 234, 'owned': 2051, 'beaten': 477, 'toplay': 531, 'dropped': 199, 'playing': 307}",10
53,Battlefield 1,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Shooter', 'Action']","['Military', 'Multiplayer', 'Singleplayer', 'War', 'Story', 'Classes', 'battle', 'history', 'tank', 'ww1']",2016-10-21,3.78,4,1129,88,"{'yet': 95, 'owned': 2442, 'beaten': 636, 'toplay': 102, 'dropped': 393, 'playing': 129}",10
54,Broforce,5,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store']",3,"['Platformer', 'Indie', 'Action']","['2D', 'Full controller support', 'Includes level editor', 'America', 'Comedy', 'Co-op', 'Funny', 'Gore', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Pixel Graphics', 'Retro', 'Side Scroller', 'Singleplayer', 'Split Screen', 'controller support', 'cooperative']",2015-10-15,3.97,4,814,83,"{'yet': 113, 'owned': 2869, 'beaten': 435, 'toplay': 41, 'dropped': 268, 'playing': 44}",10
55,Shadow of the Tomb Raider,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Adventure', 'Action']","['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Dark', 'Exploration', 'Female Protagonist', 'Gore', 'Great Soundtrack', 'Lara Croft', 'Open World', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'Third Person', 'Violent', 'steam-trading-cards']",2018-09-14,3.82,4,775,78,"{'yet': 238, 'owned': 2266, 'beaten': 544, 'toplay': 500, 'dropped': 88, 'playing': 116}",9
56,Ori and the Blind Forest,3,"['PC', 'Xbox']",1,['Steam'],1,['Platformer'],"['2.5D', '2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Cute', 'Difficult', 'Exploration', 'Family Friendly', 'Fantasy', 'Great Soundtrack', 'Metroidvania', 'Open World', 'RPG', 'Side Scroller', 'Singleplayer', 'Story Rich', 'steam-trading-cards', 'stats']",2015-03-10,4.33,5,820,88,"{'yet': 185, 'owned': 2625, 'beaten': 514, 'toplay': 152, 'dropped': 197, 'playing': 48}",3
57,Cuphead,3,"['PC', 'Xbox', 'Nintendo']",4,"['Steam', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Platformer', 'Indie', 'Action']","['Captions available', '2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Bullet Hell', 'Cartoon', 'Cartoony', 'Colorful', 'Co-op', 'Difficult', 'Funny', 'Great Soundtrack', 'Hand-drawn', 'Local Co-Op', 'Retro', ""Shoot 'Em Up"", 'Side Scroller', 'Singleplayer', 'cooperative']",2017-09-29,4.36,5,1034,87,"{'yet': 196, 'owned': 1923, 'beaten': 451, 'toplay': 422, 'dropped': 440, 'playing': 248}",9
58,Hitman 2,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",1,['Action'],"['Assassin', 'Co-op', 'Gore', 'Great Soundtrack', 'Multiplayer', 'Nudity', 'Open World', 'Sandbox', 'Singleplayer', 'Stealth', 'Third Person', 'Violent', 'cooperative', '3rd-Person Perspective']",2018-11-13,4.04,4,607,83,"{'yet': 276, 'owned': 2716, 'beaten': 188, 'toplay': 272, 'dropped': 131, 'playing': 95}",11
59,Sekiro: Shadows Die Twice,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Action', 'RPG']","['Action-Adventure', 'Action RPG', 'Partial Controller Support', 'Assassin', 'Atmospheric', 'Dark Fantasy', 'Difficult', 'Exploration', 'Great Soundtrack', 'JRPG', 'Memes', 'Ninja', 'Nudity', 'Open World', 'RPG', 'Sexual Content', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person', 'Violent', '3rd-Person Perspective', 'Souls-like']",2019-03-22,4.38,5,998,90,"{'yet': 214, 'owned': 1692, 'beaten': 513, 'toplay': 809, 'dropped': 237, 'playing': 205}",3
60,Until Dawn,2,['PlayStation'],1,['PlayStation Store'],2,"['Adventure', 'Action']","['Horror', 'exclusive']",2015-08-25,4.1,4,1088,79,"{'yet': 136, 'owned': 2279, 'beaten': 953, 'toplay': 114, 'dropped': 111, 'playing': 39}",8
61,Watch Dogs 2,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",2,"['Adventure', 'Action']","['Partial Controller Support', 'Atmospheric', 'Comedy', 'Co-op', 'Crime', 'Cute', 'Gore', 'Hacking', 'Illuminati', 'Mature', 'Multiplayer', 'Open World', 'Parkour', 'Sexual Content', 'Singleplayer', 'Stealth', 'Third Person', 'Third-Person Shooter', 'cooperative']",2016-11-28,3.85,4,884,79,"{'yet': 190, 'owned': 2212, 'beaten': 623, 'toplay': 197, 'dropped': 263, 'playing': 88}",11
62,No Man's Sky,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",6,"['Adventure', 'Action', 'RPG', 'Simulation', 'Indie', 'Massively Multiplayer']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Crafting', 'Exploration', 'First-Person', 'FPS', 'Great Soundtrack', 'Horror', 'Illuminati', 'Multiplayer', 'Open World', 'Procedural Generation', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'Survival', 'achievements', 'controller support', 'overlay', 'cloud saves']",2016-08-09,3.62,4,806,70,"{'yet': 110, 'owned': 2553, 'beaten': 124, 'toplay': 143, 'dropped': 444, 'playing': 188}",8
63,Apex Legends,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Shooter', 'Massively Multiplayer', 'Action']","['Action-Adventure', 'Atmospheric', 'Co-op', 'Exploration', 'First-Person', 'FPS', 'Free to Play', 'Multiplayer', 'lootboxes', 'Battle Royale']",2019-02-04,3.68,4,1220,88,"{'yet': 58, 'owned': 2308, 'beaten': 163, 'toplay': 38, 'dropped': 683, 'playing': 296}",2
64,Tom Clancy’s The Division,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Shooter', 'Action', 'RPG']","['Atmospheric', 'Co-op', 'FPS', 'MMORPG', 'Multiplayer', 'Online Co-Op', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Singleplayer', 'Survival', 'Tactical', 'Third Person', 'Third-Person Shooter', 'cooperative', 'steam-trading-cards']",2016-03-07,3.71,4,864,80,"{'yet': 63, 'owned': 2589, 'beaten': 429, 'toplay': 54, 'dropped': 338, 'playing': 72}",3
65,The Witness,6,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']",7,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Google Play', 'Epic Games']",3,"['Indie', 'Adventure', 'Puzzle']","['Captions available', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Building', 'Colorful', 'Difficult', 'Exploration', 'First-Person', 'Great Soundtrack', 'Mystery', 'Nonlinear', 'Open World', 'Philisophical', 'Relaxing', 'Sandbox', 'Singleplayer', 'Story Rich', 'Surreal', 'Survival', 'Walking Simulator', 'overlay', 'cloud saves']",2016-01-25,4.04,4,787,87,"{'yet': 245, 'owned': 2355, 'beaten': 327, 'toplay': 146, 'dropped': 355, 'playing': 115}",1
66,Ori and the Blind Forest: Definitive Edition,4,"['PC', 'Xbox', 'Nintendo']",3,"['Steam', 'Xbox Store', 'Nintendo Store']",2,"['Platformer', 'Adventure']","['2.5D', '2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Controller', 'Cute', 'Difficult', 'Family Friendly', 'Fantasy', 'Great Soundtrack', 'Metroidvania', 'Open World', 'RPG', 'Side Scroller', 'Singleplayer', 'Story Rich', 'stats']",2016-04-27,4.38,5,855,88,"{'yet': 202, 'owned': 2386, 'beaten': 532, 'toplay': 166, 'dropped': 152, 'playing': 90}",4
67,What Remains of Edith Finch,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store', 'Epic Games']",2,"['Indie', 'Adventure']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Exploration', 'Female Protagonist', 'First-Person', 'FPS', 'Great Soundtrack', 'Horror', 'Mystery', 'Short', 'Singleplayer', 'Story Rich', 'Visual Novel', 'Walking Simulator', 'steam-trading-cards']",2017-04-23,4.36,5,1129,89,"{'yet': 227, 'owned': 1831, 'beaten': 1060, 'toplay': 304, 'dropped': 57, 'playing': 36}",4
68,Jotun: Valhalla Edition,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store', 'Epic Games']",2,"['Indie', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Controller', 'Difficult', 'Exploration', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Hand-drawn', 'Isometric', 'Kickstarter', 'Mythology', 'Singleplayer', 'steam-trading-cards']",2015-09-29,3.08,4,346,79,"{'yet': 358, 'owned': 2876, 'beaten': 87, 'toplay': 37, 'dropped': 125, 'playing': 19}",9
69,Overcooked,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",4,"['Casual', 'Indie', 'Arcade', 'Simulation']","['Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Cloud', 'Colorful', 'Co-op', 'Co-op Campaign', 'Difficult', 'Family Friendly', 'Funny', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Memes', 'Multiplayer', 'Singleplayer', 'Split Screen', 'cooperative', 'steam-trading-cards']",2016-08-02,4.09,4,829,81,"{'yet': 182, 'owned': 2517, 'beaten': 324, 'toplay': 36, 'dropped': 283, 'playing': 130}",8
70,Call of Duty: WWII,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Shooter', 'Action']","['Full controller support', 'In-App Purchases', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Comedy', 'Co-op', 'Family Friendly', 'Female Protagonist', 'First-Person', 'FPS', 'Funny', 'Gore', 'Heist', 'Historical', 'Horror', 'Illuminati', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Open World', 'Point & Click', 'Sexual Content', 'Singleplayer', 'Story Rich', 'Violent', 'Walking Simulator', 'War', 'World War II', 'Zombies', 'Online multiplayer', 'cooperative', 'steam-trading-cards']",2017-11-03,3.49,4,565,77,"{'yet': 123, 'owned': 2597, 'beaten': 411, 'toplay': 134, 'dropped': 137, 'playing': 65}",11
71,Quantum Break,2,"['PC', 'Xbox']",2,"['Steam', 'Xbox Store']",2,"['Shooter', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Bullet Time', 'Choices Matter', 'Cinematic', 'Controller', 'Episodic', 'Female Protagonist', 'Great Soundtrack', 'Open World', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Survival', 'Third Person', 'Third-Person Shooter', 'Time Manipulation', 'Time Travel', 'Walking Simulator']",2016-04-05,3.9,4,743,66,"{'yet': 189, 'owned': 2408, 'beaten': 568, 'toplay': 121, 'dropped': 117, 'playing': 39}",4
72,Resident Evil 7: Biohazard,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Shooter', 'Adventure', 'Action']","['Full controller support', 'Action-Adventure', 'America', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Cinematic', 'Classic', 'Detective', 'Exploration', 'First-Person', 'FPS', 'Gore', 'Horror', 'Memes', 'Multiplayer', 'Singleplayer', 'Story Rich', 'Survival', 'Survival Horror', 'Violent', 'VR', 'Zombies', 'steam-trading-cards']",2017-01-23,4.31,5,902,85,"{'yet': 172, 'owned': 2077, 'beaten': 699, 'toplay': 233, 'dropped': 133, 'playing': 82}",1
73,Ratchet & Clank (2016),1,['PlayStation'],1,['PlayStation Store'],3,"['Shooter', 'Adventure', 'Action']","['Action-Adventure', 'exclusive']",2016-04-12,4.04,4,882,85,"{'yet': 158, 'owned': 2347, 'beaten': 601, 'toplay': 84, 'dropped': 153, 'playing': 49}",4
74,Hacknet,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",2,"['Indie', 'Simulation']","['Captions available', '2D', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Cyberpunk', 'Education', 'Great Soundtrack', 'Hacking', 'Horror', 'Multiplayer', 'Programming', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Typing', 'steam-trading-cards']",2015-08-11,3.21,4,317,82,"{'yet': 271, 'owned': 2848, 'beaten': 75, 'toplay': 29, 'dropped': 110, 'playing': 15}",8
75,Kingdom Come: Deliverance,3,"['PC', 'PlayStation', 'Xbox']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Epic Games']",3,"['Adventure', 'Action', 'RPG']","['Full controller support', 'Steam Achievements', 'Atmospheric', 'Choices Matter', 'Choose Your Own Adventure', 'Crowdfunded', 'CRPG', 'First-Person', 'Great Soundtrack', 'Historical', 'Horses', 'Kickstarter', 'Medieval', 'Steam-Errungenschaften', 'Volle Controllerunterstützung', 'Einzelspieler', 'Open World', 'Realistic', 'RPG', 'Singleplayer', 'Story Rich', 'Swordplay']",2018-02-13,4.03,4,680,71,"{'yet': 302, 'owned': 2112, 'beaten': 201, 'toplay': 348, 'dropped': 231, 'playing': 146}",2
76,Darkest Dungeon,7,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Strategy', 'Indie', 'RPG']","['2D', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Dark', 'Dark Fantasy', 'Difficult', 'Dungeon Crawler', 'Fantasy', 'Gothic', 'Horror', 'Kickstarter', 'Lovecraftian', 'Perma Death', 'RPG', 'Singleplayer', 'Turn-Based', 'Turn-Based Combat', 'controller support', 'overlay', 'cloud saves', 'role-playing', 'Roguelite', 'Roguelike', 'steam-trading-cards']",2016-01-18,4.22,4,716,84,"{'yet': 152, 'owned': 2404, 'beaten': 124, 'toplay': 103, 'dropped': 377, 'playing': 142}",1
77,Borderlands Game of the Year Enhanced,3,"['PC', 'PlayStation', 'Xbox']",1,['Steam'],3,"['Shooter', 'Action', 'RPG']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Dark Humor', 'Exploration', 'First-Person', 'FPS', 'Gore', 'Loot', 'Multiplayer', 'Online Co-Op', 'Open World', 'Post-apocalyptic', 'RPG', 'Sexual Content', 'Singleplayer', 'Violent', 'cooperative', 'Role Playing Game', 'meat', 'humor']",2019-04-03,3.82,4,593,78,"{'yet': 189, 'owned': 2458, 'beaten': 342, 'toplay': 74, 'dropped': 186, 'playing': 46}",4
78,Tales from the Borderlands,9,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']",6,"['Steam', 'Xbox Store', 'App Store', 'GOG', 'Xbox 360 Store', 'Google Play']",1,['Adventure'],"['Full controller support', 'Steam Achievements', 'Atmospheric', 'Choices Matter', 'Choose Your Own Adventure', 'Comedy', 'Dark Humor', 'Episodic', 'Female Protagonist', 'Funny', 'Great Soundtrack', 'Memes', 'Point & Click', 'Quick-Time Events', 'RPG', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Visual Novel', 'achievements']",2015-10-21,4.15,5,728,86,"{'yet': 194, 'owned': 2251, 'beaten': 639, 'toplay': 65, 'dropped': 109, 'playing': 17}",10
