name,id,number of platforms,platforms,number of stores,stores,number of genres,genres,tags,release date,rating,max rating,rating count,metacritic score,yet,owned,beaten,toplay,dropped,playing,users,month,year
Shadow Warrior 2,9545,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Shooter', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Comedy', 'Co-op', 'Demons', 'First-Person', 'FPS', 'Funny', 'Gore', 'Hack and Slash', 'Loot', 'Memes', 'Multiplayer', 'Ninja', 'Online Co-Op', 'Open World', 'Parkour', 'Sci-fi', 'Singleplayer', 'Swordplay', 'achievements', 'cooperative', 'steam-trading-cards']",2016-10-12,3.52,4,356,78,210,1511,134,45,115,22,1667,10,2016
Beholder,10090,8,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'App Store', 'GOG', 'Nintendo Store', 'Google Play']",4,"['Indie', 'Strategy', 'Adventure', 'RPG']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Choices Matter', 'Dark', 'Dystopian', 'Great Soundtrack', 'Horror', 'Multiple Endings', 'Point & Click', 'Political', 'RPG', 'Singleplayer', 'Stealth', 'Story Rich', 'Violent', 'steam-trading-cards']",2016-11-08,3.76,4,331,75,150,1571,112,52,128,18,1701,11,2016
This is the Police,122,8,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",7,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store', 'Google Play']",4,"['Indie', 'Strategy', 'Adventure', 'Simulation']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Choices Matter', 'Comedy', 'Crime', 'Detective', 'Great Soundtrack', 'Horror', 'Kickstarter', 'Management', 'Mature', 'Memes', 'Noir', 'Political', 'Singleplayer', 'Story Rich', 'Visual Novel', 'achievements', 'leaderboards', 'steam-trading-cards']",2016-08-01,3.9,4,398,66,121,1482,183,59,139,45,1710,8,2016
Days Gone,29338,1,['PlayStation'],1,['PlayStation Store'],2,"['Adventure', 'Action']","['Action-Adventure', 'America', 'Atmospheric', 'Blood', 'Cinematic', 'Exploration', 'Open World', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Stealth', 'Survival', 'Violent', 'Zombies', 'role-playing', '3rd-Person Perspective', 'exclusive', 'true exclusive']",2019-04-26,3.91,4,400,71,104,1159,201,426,61,75,1435,4,2019
Titan Souls,3368,3,"['PC', 'PlayStation', 'Apple Macintosh']",3,"['Steam', 'PlayStation Store', 'GOG']",2,"['Indie', 'Action']","['2D', 'Full controller support', 'Action-Adventure', 'Steam Achievements', 'Atmospheric', 'Controller', 'Difficult', 'Fantasy', 'Great Soundtrack', 'Pixel Graphics', 'Retro', 'Short', 'Singleplayer', 'Top-Down', 'controller support', 'Roguelike']",2015-04-13,3.35,4,286,74,135,1612,80,23,155,21,1713,4,2015
Day of the Tentacle Remastered,2639,5,"['PC', 'PlayStation', 'iOS', 'Apple Macintosh', 'Linux']",5,"['Steam', 'PlayStation Store', 'App Store', 'GOG', 'itch.io']",2,"['Family', 'Adventure']","[""1990's"", '2D', 'Commentary available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Cartoony', 'Classic', 'Comedy', 'Funny', 'Point & Click', 'Remake', 'Singleplayer', 'Time Travel', 'overlay', 'cloud saves', 'steam-trading-cards']",2016-03-21,3.68,4,263,86,180,1529,165,47,69,15,1709,3,2016
ARK: Survival Evolved,9810,7,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",7,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Nintendo Store', 'Google Play', 'Epic Games']",5,"['Adventure', 'Action', 'RPG', 'Indie', 'Massively Multiplayer']","['Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Base Building', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Building', 'Co-op', 'Crafting', 'Dinosaurs', 'Dragons', 'Early Access', 'First-Person', 'Free to Play', 'MMORPG', 'Multiplayer', 'Open World', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Survival', 'VR', 'cooperative', 'role-playing', 'mmo']",2015-06-02,3.12,3,256,70,86,1638,46,23,188,19,1703,6,2015
Red Faction Guerrilla Re-Mars-tered,59023,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Shooter', 'Arcade', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Destruction', 'Gore', 'Mars', 'Multiplayer', 'Open World', 'Physics', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'Online multiplayer', 'steam-trading-cards']",2018-07-02,3.48,4,190,70,181,1608,73,46,73,6,1687,7,2018
Fractured Space,10355,1,['PC'],1,['Steam'],3,"['Strategy', 'Indie', 'Action']","['In-App Purchases', 'Steam Achievements', 'Steam Leaderboards', 'Competitive', 'Co-op', 'Free to Play', 'MOBA', 'Multiplayer', 'Online Co-Op', 'Open World', 'PvP', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'Survival', 'Tactical', 'Team-Based', 'Online multiplayer']",2016-09-22,2.56,3,112,79,130,1776,6,7,66,0,1782,9,2016
Warhammer: Vermintide 2,45969,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Indie', 'Action']","['Co-op', 'Games Workshop', 'Gore', 'Online Co-Op', 'Violent', 'cooperative']",2018-03-08,3.7,4,356,82,78,1602,93,43,125,43,1738,3,2018
"Invisible, Inc.",2894,5,"['PC', 'PlayStation', 'iOS', 'Apple Macintosh', 'Linux']",3,"['Steam', 'App Store', 'GOG']",2,"['Strategy', 'Adventure']","['Steam Achievements', 'Steam Cloud', 'Cyberpunk', 'Difficult', 'Female Protagonist', 'Great Soundtrack', 'Isometric', 'Perma Death', 'Procedural Generation', 'Sci-fi', 'Singleplayer', 'Stealth', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'Roguelike', 'Roguelite', 'steam-trading-cards']",2015-05-12,3.47,4,247,82,154,1601,69,44,97,16,1686,5,2015
Need for Speed,3090,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",1,['Racing'],"['Multiplayer', 'street racing']",2015-11-03,3.31,3,481,66,48,1491,189,30,196,24,1704,11,2015
Aegis Defenders,23191,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store']",5,"['Adventure', 'Action', 'RPG', 'Strategy', 'Indie']","['Captions available', 'Full controller support', 'Steam Achievements', 'Local Co-Op', 'Multiplayer', 'RPG', 'Singleplayer', 'Split Screen', 'cooperative', 'role-playing']",2018-02-07,2.97,3,39,76,94,1844,3,10,15,8,1855,2,2018
Gwent: The Witcher Card Game,23557,5,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Google Play']",3,"['Card', 'Strategy', 'Board Games']","['Fantasy', 'Multiplayer', 'controller support', 'overlay', 'leaderboards']",2018-10-23,3.68,4,517,80,112,1387,48,32,307,83,1518,10,2018
RUINER,10537,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Epic Games']",3,"['Shooter', 'Indie', 'Action']","['Full controller support', 'Partial Controller Support', 'Steam Achievements', 'Cyberpunk', 'Gore', 'Great Soundtrack', 'Isometric', 'Singleplayer', 'Twin Stick Shooter', 'Violent']",2017-09-26,3.75,4,356,78,200,1411,142,68,112,34,1587,9,2017
The Last Guardian,693,1,['PlayStation'],1,['PlayStation Store'],2,"['Adventure', 'Action']","['Action-Adventure', 'Atmospheric', 'Cute', 'Drama', '3rd-Person Perspective', 'exclusive', 'true exclusive']",2016-10-25,4.12,5,479,82,120,1117,350,228,89,53,1520,10,2016
Hyper Light Drifter,2139,7,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",7,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store', 'Epic Games']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['2D', 'Full controller support', 'Action RPG', 'Steam Achievements', 'Atmospheric', 'Colorful', 'Co-op', 'Difficult', 'Exploration', 'Fantasy', 'Great Soundtrack', 'Hack and Slash', 'Kickstarter', 'Local Co-Op', 'Local Multiplayer', 'Metroidvania', 'Multiplayer', 'Pixel Graphics', 'Post-apocalyptic', 'RPG', 'Sci-fi', 'Singleplayer', 'Top-Down', 'controller support', 'steam-trading-cards']",2016-03-30,4.19,4,339,84,227,1223,195,117,129,62,1480,3,2016
South Park: The Fractured but Whole,29,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Adventure', 'RPG']","['2D', 'Full controller support', 'Atmospheric', 'Cartoon', 'Comedy', 'Dark Humor', 'Funny', 'Great Soundtrack', 'Horror', 'Illuminati', 'Mature', 'Memes', 'Nudity', 'Open World', 'RPG', 'Satire', 'Singleplayer', 'Story Rich', 'Superhero', 'Turn-Based', 'role-playing']",2017-03-31,4.05,4,487,80,109,1212,358,148,77,46,1616,3,2017
Slay the Spire,28121,7,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store']",4,"['Card', 'Strategy', 'Indie', 'RPG']","['2D', 'Steam Achievements', 'Steam Leaderboards', 'Dungeon Crawler', 'Early Access', 'Singleplayer', 'role-playing', 'stats']",2019-01-22,4.38,5,482,87,86,1272,202,119,120,145,1619,1,2019
Injustice 2,38,5,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Google Play']",3,"['Action', 'RPG', 'Fighting']","['Full controller support', 'In-App Purchases', 'Steam Achievements', 'Steam Cloud', 'Comic Book', 'Local Multiplayer', 'Multiplayer', 'Singleplayer', 'Superhero', 'Online multiplayer', 'steam-trading-cards']",2017-05-09,3.99,4,547,88,50,1253,319,133,127,48,1620,5,2017
Kerbal Space Program,2213,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",3,"['Steam', 'Xbox Store', 'GOG']",2,"['Indie', 'Simulation']","['Building', 'Comedy', 'Difficult', 'Education', 'Exploration', 'Funny', 'Moddable', 'Open World', 'Physics', 'Replay Value', 'Sandbox', 'Science', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'overlay', 'steam-trading-cards']",2015-04-26,4.18,5,235,88,77,1579,53,29,132,44,1676,4,2015
Plague Inc: Evolved,2390,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",4,"['Casual', 'Strategy', 'Indie', 'Simulation']","['Cross-Platform Multiplayer', '2D', 'Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Steam Workshop', 'Co-op', 'Difficult', 'Horror', 'Multiplayer', 'Online Co-Op', 'Post-apocalyptic', 'Realistic', 'Replay Value', 'Sandbox', 'Singleplayer', 'Survival', 'Tactical', 'Zombies', 'Online multiplayer', 'cooperative', 'steam-trading-cards', 'stats']",2015-09-18,3.98,4,337,80,40,1531,178,17,109,38,1747,9,2015
Outlast 2,9835,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Dark', 'Dating Sim', 'First-Person', 'FPS', 'Free to Play', 'Gore', 'Horror', 'Mature', 'Nudity', 'Parkour', 'Sexual Content', 'Singleplayer', 'Story Rich', 'Survival', 'Survival Horror', 'Violent', 'achievements', 'controller support', 'overlay']",2017-04-24,3.68,4,301,76,175,1349,197,89,76,22,1568,4,2017
Hellblade: Senua's Sacrifice VR Edition,60179,1,['PC'],1,['Steam'],3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Singleplayer', 'Violent', 'VR']",2018-07-31,3.92,5,141,87,169,1611,51,16,28,14,1676,7,2018
Elite Dangerous,7485,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",5,"['Adventure', 'Action', 'RPG', 'Simulation', 'Massively Multiplayer']","['Partial Controller Support', 'Co-op', 'Difficult', 'Exploration', 'First-Person', 'Multiplayer', 'Online Co-Op', 'Open World', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'TrackIR', 'Trading', 'VR', 'mmo']",2015-04-02,4.0,4,259,80,59,1532,32,39,140,85,1649,4,2015
Far Cry Primal,2767,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",2,"['Shooter', 'Action']","['Action RPG', 'Partial Controller Support', 'Atmospheric', 'Co-op', 'Crafting', 'Exploration', 'First-Person', 'FPS', 'Hunting', 'Mature', 'Online Co-Op', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Stealth', 'Survival', 'cooperative', 'steam-trading-cards']",2016-02-23,3.63,4,424,74,106,1229,262,99,154,31,1522,2,2016
Borderlands 3,58617,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",4,"['Shooter', 'Adventure', 'Action', 'RPG']","['Cross-Platform Multiplayer', 'Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Co-op', 'Co-op Campaign', 'Driving', 'Exploration', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Loot', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'RPG', 'Singleplayer', 'Space', 'Split Screen', 'Violent', 'Western', 'cooperative', 'role-playing', 'Team', 'Masterpiece', 'Epic', 'planets', 'wasteland', 'looter shooter', 'Steam Trading Cards', 'LAN Co-op']",2019-09-13,3.96,4,303,80,112,1017,137,406,55,125,1279,9,2019
PAC-MAN CHAMPIONSHIP EDITION 2,17158,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Casual', 'Arcade']","['Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Classic', 'Great Soundtrack', 'Singleplayer', 'steam-trading-cards']",2016-09-13,3.52,4,69,77,71,1723,13,3,25,10,1746,9,2016
The Evil Within 2,29171,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Shooter', 'Adventure', 'Action']","['Atmospheric', 'Gore', 'Horror', 'Singleplayer', 'Story Rich', 'Survival Horror', 'Third-Person Shooter', 'Violent']",2017-10-11,4.1,4,443,82,135,1074,333,219,50,32,1439,10,2017
Mortal Kombat 11,274480,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",3,"['Adventure', 'Action', 'Fighting']","['2D Fighter', 'Action-Adventure', 'Atmospheric', 'Blood', 'Cute', 'Gore', 'Horror', 'Multiplayer', 'Singleplayer', 'Violent', 'Online multiplayer']",2019-04-23,3.97,4,427,82,63,1142,188,263,76,94,1424,4,2019
OKAMI HD / 大神 絶景版,47326,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Adventure', 'Action']","['Atmospheric', 'Female Protagonist', 'Singleplayer', 'Story Rich']",2017-12-12,4.15,5,228,92,161,1199,115,189,98,62,1376,12,2017
Shadow Tactics: Blades of the Shogun,10767,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Epic Games']",2,"['Strategy', 'Indie']","['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Conspiracy', 'Demons', 'Difficult', 'Historical', 'Isometric', 'Ninja', 'Nudity', 'Open World', 'Real Time Tactics', 'RTS', 'Singleplayer', 'Space', 'Stealth', 'Survival', 'Tactical', 'Third Person', 'Violent', 'achievements', 'controller support', 'overlay', 'Traps', 'japan', 'battle', 'skill', 'ancient', 'samurai', 'match', 'sacrifice', 'unique', 'steam-trading-cards']",2016-12-05,4.19,4,219,85,174,1371,93,49,78,43,1507,12,2016
Serial Cleaner,10980,7,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store']",3,"['Indie', 'Action', 'RPG']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Blood', 'Early Access', 'Gore', 'Singleplayer', 'Stealth', 'Story', 'murder', 'work', 'challenge', 'police', 'steam-trading-cards']",2016-09-28,3.2,4,79,72,134,1578,22,12,45,5,1605,9,2016
DISTRAINT,12108,1,['PC'],1,['Steam'],3,"['Casual', 'Indie', 'Adventure']","['2D', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Horror', 'Pixel Graphics', 'Point & Click', 'Singleplayer', 'Story Rich', 'steam-trading-cards']",2015-10-21,3.01,4,154,76,127,1570,58,5,25,1,1629,10,2015
Sea of Thieves,50781,2,"['PC', 'Xbox']",2,"['Steam', 'Xbox Store']",2,"['Adventure', 'Action']","['Cross-Platform Multiplayer', 'Full controller support', 'In-App Purchases', 'Steam Achievements', 'Co-op', 'First-Person', 'Funny', 'Multiplayer', 'Online Co-Op', 'Open World', 'Pirates', 'PvE', 'PvP', 'Sailing', 'Singleplayer', 'cooperative', 'sea', 'exclusive', 'Online PvP', 'w10 exclusive']",2018-03-20,3.57,4,425,68,39,1344,37,88,201,75,1456,3,2018
>observer_,23479,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store', 'Epic Games']",2,"['Indie', 'Adventure']","['Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Cyberpunk', 'Dystopian', 'First-Person', 'Futuristic', 'Gore', 'Horror', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Survival', 'Violent', 'Walking Simulator']",2017-08-14,3.9,4,274,77,213,1186,168,105,73,22,1376,8,2017
FIFA 18,28126,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['PlayStation Store', 'Xbox Store', 'Nintendo Store', 'Xbox 360 Store']",1,['Sports'],"['Multiplayer', 'Soccer', '3D', 'hot-seat', 'reality-based']",2017-09-26,3.42,4,462,79,24,1288,186,12,200,50,1524,9,2017
Mirage: Arcane Warfare,10606,1,['PC'],1,['Steam'],2,"['Indie', 'Action']","['Partial Controller Support', 'Fantasy', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Magic', 'Multiplayer', 'PvP', 'Third Person', 'Violent', 'Online multiplayer', 'steam-trading-cards']",2017-05-23,2.24,3,127,74,125,1554,6,3,71,1,1561,5,2017
Disco Elysium,262382,1,['PC'],2,"['Steam', 'GOG']",3,"['Indie', 'Adventure', 'RPG']","['Isometric', 'RPG', 'Singleplayer', 'Story Rich', 'role-playing']",2019-10-14,4.26,5,182,91,130,942,87,485,36,76,1105,10,2019
Tom Clancy's Ghost Recon Wildlands,10125,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",3,"['Shooter', 'Massively Multiplayer', 'Action']","['Partial Controller Support', 'Atmospheric', 'Co-op', 'First-Person', 'FPS', 'Military', 'Multiplayer', 'Online Co-Op', 'Open World', 'PvP', 'Sandbox', 'Singleplayer', 'Stealth', 'Survival', 'Tactical', 'Third Person', 'Third-Person Shooter', 'cooperative', 'steam-trading-cards']",2017-03-06,3.59,4,425,72,46,1234,161,77,172,53,1448,3,2017
Dishonored: Death of the Outsider,29173,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",1,['Action'],"['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Dark', 'Female Protagonist', 'First-Person', 'Gore', 'Magic', 'Open World', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich', 'Violent', 'Immersive Sim']",2017-09-14,4.05,4,318,83,157,1130,249,148,32,27,1406,9,2017
Ashes of the Singularity: Escalation,10206,1,['PC'],2,"['Steam', 'GOG']",4,"['Strategy', 'Indie', 'RPG', 'Simulation']","['Steam Achievements', 'Steam Cloud', 'Benchmark', 'Co-op', 'Futuristic', 'Multiplayer', 'Online Co-Op', 'Real Time Tactics', 'RPG', 'RTS', 'Sci-fi', 'Singleplayer', 'Space', 'achievements', 'overlay', 'Online multiplayer', 'cooperative', 'steam-trading-cards', 'stats']",2016-11-09,2.38,1,24,81,88,1638,3,2,10,0,1641,11,2016
TEKKEN 7,36,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Action', 'Fighting', 'Sports']","['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', ""Beat 'em up"", 'Character Customization', 'Competitive', 'Controller', 'Co-op', 'Difficult', 'e-sports', 'Great Soundtrack', 'Heist', 'Local Multiplayer', 'Multiplayer', 'Nudity', 'Singleplayer', 'Split Screen', 'Story Rich', 'Third Person', 'Online multiplayer', 'steam-trading-cards']",2015-03-18,4.06,4,404,82,37,1291,171,60,96,75,1537,3,2015
My Friend Pedro,11663,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",4,"['Indie', 'Shooter', 'Arcade', 'Action']","['2D', 'Partial Controller Support', 'Gore', 'Singleplayer', 'Violent']",2019-06-19,3.86,4,331,76,85,1013,226,260,101,40,1279,6,2019
Into the Breach,13566,3,"['PC', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'GOG', 'Nintendo Store', 'Epic Games']",4,"['Strategy', 'Indie', 'RPG', 'Simulation']","['Board Game', 'Isometric', 'Mechs', 'Pixel Graphics', 'RPG', 'Singleplayer', 'Turn-Based Strategy', 'role-playing', 'Roguelike']",2018-02-26,4.31,5,476,90,155,957,216,169,124,98,1271,2,2018
Hand of Fate,1545,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', ""Beat 'em up"", 'Board Game', 'Card Game', 'Choose Your Own Adventure', 'Difficult', 'Dungeon Crawler', 'Fantasy', 'Hack and Slash', 'RPG', 'Singleplayer', 'Third Person', 'controller support', 'Roguelike', 'Roguelite', 'steam-trading-cards']",2015-02-16,3.71,4,228,78,75,1402,95,17,96,27,1524,2,2015
